,0
C1CC2(CCNCC2)CCN(C1)Cc1c(nc2n1ccs2)[Cl],"['CC(C)C(NC(=O)[C@H](N)CC(N)=O)=C(O)O', 'O=C(C[C@@H]1CCNC[C@@H]1Cc1cc(CC2CCCCC2)on1)NC1CCCCC1', 'CC(=O)Oc1ccc2c3c1CC#CC1=C(C=N[CH+]1)Cc1c(O[C@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@H]4O)c(C)c(O)c(c1C3=O)C2=O', 'COc1ccc2ccc(S(=O)(=O)N(Cc3ccccc3)[C@H]3CCN(Cc4ccc(C(=N)N)s4)C3=O)cc2c1', 'N#Cc1ccc(S(=O)(=O)N[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2ccccc2)cc1', 'CCC[C@H](O)C[C@@H](O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=NC=C([C@]4(c5cccc(C(N)N)c5)CCC5(CCCC5)C4)C3=C2)c1', 'CC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O)[C@@H]1Cc2c(cc3oc(=O)ccc3c2O)O1', 'C=C[C@@]1(C)C[C@@H]2OC(=O)C[C@]3(C)[C@@H](C(C)(C)C(=O)OC)CC[C@](C)(O1)[C@@H]23', 'O=c1c(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc(O)c12', 'CC1=C[C@H](O)CC(C)(C)[C@@H]1/C=C/C(C)=C\\C=C/C(C)=C/C=C\\C=C(C)\\C=C\\C=C(\\C)[C@@H]1C=C2C(C)(C)C[C@@H](O)C[C@@]2(C)O1', 'CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC', 'COc1cc([C@H]2O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]2CO)cc(OC)c1O', 'CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1', 'Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)NCCCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O', 'O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O']"
Cc1c(cccc1NCc1ccccn1)C(Nc1cnc2CCCCn12)=O,"['COC(=O)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](NS(=O)(=O)c2cccs2)CCN1C(=O)c1cc(C)nn1C', 'CCCCC[C@H](C)[C@@H](C)c1cc(O)c2c(c1)OC(C)(C)C1=C2CCCS1', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCCCC)COC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC', 'CC[C@H]1CN(C(=O)N2CCOCC2)CC[C@H]1CC(=O)NCc1ccccc1OC', 'CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O', 'CCC[C@H](NCC)C(=O)c1ccc(C)c(C)c1', 'CC1=CC(=O)CC(C)(C)[C@H]1/C=C/[C@@H](C)O', 'COc1ccc(S(=O)(=O)N2C[C@@H]3C[C@H](C2)c2ccc(-c4cccc(C(F)(F)F)c4)c(=O)n2C3)cc1', 'Oc1cccc(-c2cc(CC3(NCc4cc5ccccc5o4)COC3)no2)c1', 'Cc1c(N)ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c1=O', 'COc1ccc(CN2CCOC[C@H]2c2nc(C(C)(C)C)c[nH]2)cc1', 'CC1(C)CC[C@@]2(C)CC=C3[C@@]4(C)CC[C@H]5C(C)(C)C(=O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2C1', 'COc1ccccc1C[C@H](c1ccc(F)cc1)N1CCNCC1', 'C[C@H]1O[C@@H](Oc2cc3c(O[C@H]4O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]4O)cc(O)cc3[o+]c2-c2ccc(O)cc2)[C@@H](O)[C@@H](O)[C@@H]1O', 'O=C(O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H]1C[C@@H](O)CN1']"
COc(cn1)c(Nc(cc2)ccc2C#N)nc1SC,"['CO[C@@]1(C)C[C@]23CC[C@H]4[C@](C)(C(=O)O)CCC[C@]4(C)[C@H]2CC[C@H]1C3', 'CC(=O)OC[C@H](C)CCC[C@@H](C)[C@H]1CC[C@@H]2[C@H]3[C@H](C[C@H](O)[C@]12C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O', 'CCCC(=O)O[C@H]1C[C@@H]2CC[C@]1(C)C2(C)C', 'CC[C@@H](C)[C@@H]1/N=C(\\O)[C@@H]2[C@@H](CCN2C(=O)[C@@H](CC(C)C)/N=C(\\O)[C@@H](Cc2ccccc2)NC)Oc2ccc(OC)c(c2)/C=C/N=C\\1O', 'CC(=O)O[C@H]1CC[C@]2(C)C3=C(CC[C@@H]2C1(C)C)[C@@]1(C)CC[C@@H]([C@@H](C)CCC=C(C)C)[C@]1(C)CC3', 'CCCCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C', 'C[C@H]1CC[C@@H]2N(C1)C[C@H]1[C@@H]3C[C@H]4[C@@H](CC(=O)[C@H]5C[C@@H](O)CC[C@@]54C)[C@@H]3CC[C@H]1[C@]2(C)O', 'CC[C@H]1OC(=O)[C@@H](C)C(=O)[C@@H](C)[C@@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)CC[C@@]1(C)O', 'CCCCC/C=C\\C/C=C\\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\\CCCCCCCC)COC(=O)CCCCCCCCCCCCCC', 'Nc1nc2c(c(=O)[nH]1)N[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2', 'O=S1(=O)N[C@@H]2CN(Cc3nccs3)C[C@@H]2Oc2ncccc21', 'O[C@H]1C=C2CCN3Cc4cc5c(cc4[C@H]([C@@H]1O)[C@H]23)OCO5', 'CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1I', 'CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCC', 'O=CN[C@H](Cc1c[nH]cn1)C(=O)O']"
Cc1cc(nc(N)n1)N1CCN(CC1)C(CCc1cc2CNCCn2n1)=O,"['NCCC1=C[C@@H](CCCCCC[C@H]2C/C=C/C[C@@H](C(=O)O)[C@@]3(CCCC4(CCCC4)C3)c3cccc(c3)C[C@H]2c2ccc(O)cc2)CC1', 'C=CCc1ccc(Oc2cc(CC=C)cc(O)c2O[C@]2(C)CCC[C@]3(C)CC[C@@H](C(C)(C)O)C[C@H]32)cc1', 'COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@](O)(COC(=O)/C=C/c3ccc(O)cc3)[C@H]2O)ccc1O', 'C[C@]12CCc3occc3[C@H]1CC[C@@]13C[C@@H](CC[C@@H]12)[C@@](O)(CO)C3', 'CC(=O)OC[C@@]12C(=O)C[C@](C)(O)[C@](C)(CCc3ccoc3)[C@H]1[C@@H](O)CC[C@]21CO1', 'C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@@]21C', 'O=C(O)/C=C(\\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=C(Cc1ccccc1)Nn1cnc2ccccc21', 'Oc1ccc([C@@H]2Oc3cc(O)ccc3[C@H](O)[C@H]2O)cc1', 'COc1ccc(N(C)S(C)(=O)=O)cc1CN[C@H]1CCCN[C@H]1c1ccccc1', 'CN(C)c1ccc2nc3ccc(N)cc3[s+]c2c1', 'COc1c(O)c(C=O)c2c(c1C(C)C)C(=O)[C@@]1(C)CC=C(CCC=C(C)C)C[C@@H]1C2=O', 'CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCC', 'CC1(C)O[C@@]2(C)C[C@H](O)[C@@H]1C[C@H]2O', 'CCC(CC)C(=O)Nc1ccc([C@@H](O)[C@H]2COCC(=O)N2CC2CCCCC2)cc1']"
[H]N1CCCn2c(C1)cc(CNS(c1ccc(cc1)n1cccn1)(=O)=O)n2,"['c1cn(-c2ccc(OCCN3CCOCC3)cc2)cn1', 'Oc1ccc(C(=C2C3CCCC2CCC3)c2cccc(O)c2)cc1', 'COc1ccc2cc1OCc1cc3c4c(c(O)cc5c4c1C=C[C@@H]5C)[C@H](C#CO[C@@H](C[C@H]1C=C(O)C=C[C@@H]1CCCCc1ccccc1)CC(=O)CC2)CC3', 'C[C@H]1O[C@@H](O[C@@H]2[C@@H](O[C@@H]3C[C@@H]4CC[C@H]5[C@@H](CC[C@@]6(C)[C@H]7[C@@H](C[C@H]56)O[C@@]5(CC[C@@H](CO)CO5)[C@@H]7C)[C@]4(C)C[C@@H]3O)O[C@@H](CO)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O', 'CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)c(C(=O)CCc3ccc([N+](=O)[O-])cc3)c(O)c2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O', 'CC1=CCc2c1cc1c(c2C)C(=O)c2ccccc2C1=O', 'CC(C)=CC(=O)NC[C@H](O)C1=CC(=O)c2nccc3c2c1nc1ccccc13', 'CC(C)CCO[C@@H]1O[C@@H](CO[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O', 'Nc1ncnc2c1ncn2CCCCn1cc(CCCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)nn1', 'COC(=O)[C@H]1[C@@H](C[N+](=O)[O-])C(C)(C)N([O])C1(C)C', 'CCCCC/C=C\\C(C)=O', 'COc1cc(O)c(C(=O)[C@@H]2[C@H](CC=C(C)C)C(C)=CC[C@H]2c2ccccc2)c(O)c1', 'CC(C)CC(=O)O[C@@H]1OC=C(CO[C@H]2O[C@@H](CO[C@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]2[C@H]3O[C@@H]3[C@](O)(CO)[C@H]12', 'CC[C@]12CCC[N+]([O-])(CC[C@@]3(O)C(=Nc4ccccc43)CC1)C2', 'CCCCC[C@@H]1O[C@@H]1C[C@@H](O)[C@H](O)CCCCCCCC(=O)O']"
C1C(NCC2)N3C2NCCC3NC1,"['OC[C@H]1O[C@@](CO)(O[C@@H]2[C@@H](O[C@]3(CO)O[C@H](CO)[C@H](O)[C@@H]3O)O[C@@H](CO[C@@]3(CO)O[C@H](CO)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)O[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)COC(=O)CCCCCCCCCCCCCCC', 'N=C(NCC(=O)O)NP(=O)(O)O', 'C[C@H](C[C@H](N)C(=O)O)C(F)(F)F', 'CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc(Cl)c1Cl', 'CN[C@H]1CC[C@@H]2C[C@@H]3c4ccccc4C=C(c4cc(O)ccc4-c4cc(=O)c5c(O)c(O)c(O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@@](O)(CN=C(N)N)[C@H]6O)cc5o4)[C@H]3[C@H]1C2', 'CC(C)(CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@H](O)C[N+](C)(C)C', 'CC[C@@H](C(C)C)[C@H](O)[C@H](O)[C@@H](C)[C@@H]1CC[C@H]2[C@H]3COC(=O)[C@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@@H]3CC[C@]12C', 'N#CC1=C(N)Oc2cc(O)ccc2[C@@H]1c1cccc(C(F)(F)F)c1', 'CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1nc2ccccc2o1', 'CC1(C)[C@@H]2C[C@H]3[C@@H](C2)C31C', 'O=C(C[C@@H]1C[C@H]2O[C@H](CNC3CCNCC3)[C@@H](O)[C@H]2O1)N1CCS(=O)(=O)CC1', 'CC1(C)C(=O)O[C@H](O)[C@]2(C)[C@@H]1CC[C@@]13C[C@@H](CC[C@@H]21)[C@]1(C)O[C@H]13', 'CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC', 'CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCCCC']"
C1CNCc2cc(CCC(NCc3cccnc3n3cncn3)=O)nn2C1,"['CC(C)=NOCC(=O)O', 'CC(=O)O[C@H]1C(C)(C)C(=O)C(C)(C)C(=O)[C@@]1(O)CC(C)C', 'COC(=O)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](NS(=O)(=O)c2cccs2)CCN1C(=O)c1cc(C)nn1C', 'COc1cc(CCC(=O)O)cc(OC)c1O', 'CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCC', 'O=C1C(=O)N2CCc3cc4c(c5c3c2c1c1ccccc15)OCO4', 'O=C(O)/C=C/c1ccc(Cl)c(Cl)c1', 'CCCCC/C=C\\C/C=C\\C/C=C\\CCCCC(=O)OC[C@@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC', 'C[C@@H]1Oc2cc3c(-c4c(O)cc(O)c5c(O)c6c(cc45)O[C@H](C)[C@@H](C)C6=O)c(O)cc(O)c3c(O)c2C(=O)[C@H]1C', 'c1ccc([SnH2]c2ccccc2)cc1', 'CCCCC/C=C\\C/C=C\\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)CO[P@](=O)(O)O[C@H]1[C@H](O)[C@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H]1O', 'CC(=O)O[C@H]1C(=O)[C@]2(C)C=C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@@H]3OC(C)(C)N(C(=O)OC(C)(C)C)[C@H]3c3ccc(OCc4ccccc4)cc3)C(C)=C1C2(C)C', 'C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@@]21C', 'C=C1[C@@H]2C[C@H]3O[C@@H](OC)[C@@]45[C@@H](O)CCC(C)(C)[C@H]4[C@H](O)C(=O)[C@@](C2)([C@@H]35)[C@@H]1O', 'CN(C)CCC#Cc1cccnc1']"
C1CC(CN(C1)c1c(ccc(c2ccc(cc2)F)n1)C(O)=O)(CO)O,"['CC[C@H](S)[C@@H](C)CO', 'CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)OC[C@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC', 'O=C(NCC1CCNCC1)NC12CC3CC(CC(C3)C1)C2', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC', 'c1ccc2c(CN3CCOCC3)c3ccccc3c(CN3CCOCC3)c2c1', 'COCC(=O)N1CCOC[C@H](Oc2ccc(C(F)(F)F)cn2)C1', 'CC1(C)O[C@]23C[C@H]1CC[C@]2(C)CCCC3=O', 'C[C@H](O)[C@@H](N)C(=O)NC(CC(N)=O)=C(O)O', 'C/C(=N/N=C(/N)S)c1cccnc1', 'COc1ccc(CCC(=O)c2c(O)cc(O)cc2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1', 'CC/C=C\\C/C=C\\C/C=C\\CCCCCCCC(=O)O[C@@H](CO/C=C\\CCCCCCCCCCCCCCCC)CO[P@](=O)(O)OCC[N+](C)(C)C', 'COc1ccccc1C(=O)N1C[C@@H]2C[C@H]1C(=O)N(Cc1ccccc1)c1ccccc1O2', 'C=C1CC[C@@H]2[C@H](OC(=O)[C@@]2(O)CO)[C@H]2[C@H]1C[C@@H](O)[C@@H]2C', 'O=C1OC(=O)[C@@H]2C[C@H]12', 'CN[C@@H](C)C(=O)N1CC[C@H](NS(=O)(=O)c2cccc(C(F)(F)F)c2)C[C@H]1C(=O)N[C@@H](CC1CCCCC1)C(N)=O']"
CCc1ccc(cc1)OCCn1c2ccccc2nc1CO,"['CCCN(CCC)C[C@@H]1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21', 'COc1cc2c(c(O)c1[C@@H]1c3c(cc(O)c4c(=O)c5ccc(O)c(OC)c5n(C)c34)O[C@H]1C(C)(C)O)c(=O)c1ccc(O)c(OC)c1n2C', 'C=C[C@@](C)(O)CC/C=C(\\C)C(=O)O[C@@H]1[C@@H]2O[C@]2(C)[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC=C[C@]21O', 'CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C\\CC1=C(C)C(=O)c2ccccc2C1=O', 'CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COP(=O)(O)O', 'CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCCCC', 'CCCCC/C=C\\C/C=C\\C/C=C\\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC', 'CCCN(CCC)CCc1cccc2c1C(=O)C(=O)N2', 'O=C(CC[C@@H]1CNC(=O)[C@@H]2C[C@H](NC(=O)c3ccc(F)c(Cl)c3)CN21)NCc1ccccc1', 'CO[C@@H]1/C=C/[C@H](C)[C@@H](OC)C[C@@H](OC)/C=C/[C@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@@H](C)CCC(=O)[C@H](C)[C@@H](CCC(=O)O)OC)OC(=O)/C=C/C=C(\\C)C[C@@H](OC)CC2=CC(=O)O[C@H](C2)[C@H](C)[C@@H](OC)C1', 'CCCCCC/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC', 'CCN(CC)C[C@@H]1OC[C@@H](NC(=O)c2cccs2)[C@H]1O', 'CC1=CC[C@@]2(C)[C@@H]([C@@H](OC(=O)c3ccc(O)cc3)C1)[C@@](O)(C(C)C)C[C@H]2O', 'CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCC(=O)O[C@@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC', 'CC(C)(C)OC(=O)NCCCCCCCCCCCCSS(C)(=O)=O']"
CC1=CC(NC(NCCNC2CCC3(CC2)CCNCC3)=N1)=O,"['O=C(O)c1cccc([C@@H](O)P(=O)(O)O)n1', 'C[C@H](CC[C@@H]1O[C@]1(C)CO)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C', 'CC1(C)CC[C@@]2(C(=O)O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)CC[C@@]3(C)C(=CC[C@@H]4[C@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@H]7O[C@@](O)(C(=O)O)[C@H](OCC(=O)O)O[C@H]7[C@@H]6O)C(C)(C)[C@@H]5CC[C@@]43C)[C@@H]2C1', 'CCCCC[C@H](O)/C=C/C1=C(\\C[C@H](O)CO)[C@H](NC[C@@](C)(O)Cc2ccc(O)cc2)[C@@H](CCCCCC(=O)O)CCc2c(CC)cccc2CC1', 'OC[C@@H]1O[C@H](Oc2ccc(Cc3ncc[nH]3)cc2)[C@@H](O)[C@H](O)[C@H]1O', 'O=C1c2cccc3c2C(=O)[C@]2(CSSCNc4cc(ccn4)CC[C@@]4(O)[C@@H](O)[C@H](O3)O[C@H](CO)[C@H]4O)C(O)=CC(Cc3cccc(CO)c3)=C[C@H]12', 'NC(N)=NCCCCCNC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc2nc(O)cc(O)c2c1', 'CS(=O)(=O)C[S@@](=O)C[S@](=O)C[S@@](=O)C[C@@H](/N=C(\\O)CC[C@@H](N)C(=O)O)C(=O)O', 'O=C1c2cccc3c2C(=O)[C@]2(CSSCNc4cc5c(cn4)CC[C@@H]4CCC[C@]54[C@@H]4C=C[C@]5(CO)O[C@@H](O3)[C@H](O)[C@@]4(O)[C@@H]5O)C(O)=CC(Cc3cccc(CO)c3)=C[C@H]12', 'CCCCCCC[C@H](O)[C@@H]1C(=O)OC[C@H]1CO', 'C[N+](C)(C)CCOC(=O)c1ccc(Oc2nc(Oc3ccc(C(=O)OCC[N+](C)(C)C)cc3)nc(Oc3ccc(C(=O)OCC[N+](C)(C)C)cc3)n2)cc1', 'COc1c2c(cc(O)c1-c1ccc(OC)c3c(O)cc(C)cc13)C[C@H](C)N=C2C', 'O=C1CN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CCN1CC1(/C=N\\O)CCN(c2ccncc2)CC1', 'O=c1c2ccccc2nc2n1C[C@@H](O)c1c-2[nH]c2cccc(O)c12', 'COc1cc([C@]23Oc4cc(O)ccc4[C@H]([C@@H]2O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@](C)(C(C)=O)O3)cc(OC)c1O']"
C1C(c2ccc(cc2)C(F)(F)F)c2c(NC1=O)nc(N)s2,"['CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC)COC(=O)CCCCCCCCCCCCCC', 'COC[C@H]1CCCN1Cc1nc(C2(O)CCN(Cc3ccccn3)CC2)cs1', 'CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OCCCCCCCCCCCCCCCCCC', 'CC1(C)C[C@H]2C3=CC[C@H]4[C@]5(C)CC[C@@H](O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@@H]6O)[C@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@@H]2O)[C@@H]1O', 'C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2[C@@H]2C[C@@]3([C@@H](C(=O)CO)CC[C@@H]13)[C@H](O)O2', 'CCCCCC/C=C\\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC', 'CCCCC[C@@H](O)CC(=O)CCc1ccc2c(c1)O[C@H]1[C@@H](C#C[C@@H](O)c3ccc4c(c3CC3=CN=C5C=[N+]1C=C35)C=CN[C@@H]4N)C1(C#CO2)CCCC1', 'C[C@H]1CC[C@@H]2C(C)(C)[C@H]3C[C@]12CC[C@]3(C)O', 'CO[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1)[C@H]1O[C@@H](SCCOC(=O)c2ccccc2O)[C@@H](O)[C@@H](O)[C@H]1O', 'C/C=C/CCCCCCCC(=O)O', 'O=C(O)CCC(=O)NC=C(O)O', 'CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC', 'CC(C)NC[C@@H](O)CO', 'C=C1C[C@@]23C[C@]1(O)CC[C@@H]2[C@@]1(C(=O)O)CCC[C@@](C)(C(=O)O)[C@H]1[C@@H]3C(=O)O', 'CC(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C)CO[C@@H]3[C@@H](O)[C@@]4(C)C5=CC[C@@H](c6ccoc6)[C@]5(C)CC[C@@H]4[C@]1(C)[C@@H]32']"
